date,p_day,buy_level,sell_level,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,oracle_equity,close,buy_th_5m,sell_th_5m
2010-01-04,0.228552389905656,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.21,0.3,0.3
2010-01-05,0.27437965714433576,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.6,0.3,0.3
2010-01-06,0.2902938756995024,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.79,0.3,0.3
2010-01-07,0.2834027056580256,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.23,0.3,0.3
2010-01-08,0.2624110967777867,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.7,0.3,0.3
2010-01-11,0.3225134346520373,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.57,0.3,0.3
2010-01-12,0.3051127476322813,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.96,0.3,0.3
2010-01-13,0.2633444265842983,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.82,0.3,0.3
2010-01-14,0.29972932579259476,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,115.0,0.3,0.3
2010-01-15,0.26645936111072416,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,113.55,0.3,0.3
2010-01-19,0.2583433559223522,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,115.13,0.3,0.3
2010-01-20,0.29992949521676554,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,114.08,0.3,0.3
2010-01-21,0.3069931753003608,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,111.53,0.3,0.3
2010-01-22,0.3147937591927852,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,109.27,0.3,0.3
